id	placeName
dbl_023_place_0	Topliff Hall
dbl_023_place_1	Oakland, California
dbl_023_place_2	Greenville, Alabama
dbl_023_place_3	Alabama
dbl_023_place_4	Michigan
dbl_023_place_5	Michigan
dbl_023_place_6	Albion
dbl_023_place_7	Detroit
dbl_023_place_8	Michigan
dbl_023_place_9	Michigan
dbl_023_place_10	Albion
dbl_023_place_11	Detroit
dbl_023_place_12	Vietnam
dbl_023_place_13	Michigan
dbl_023_place_14	United States
dbl_023_place_15	United States
dbl_023_place_16	New York
dbl_023_place_17	Green
dbl_023_place_18	Mississippi
dbl_023_place_19	Hanover
dbl_023_place_20	United States
dbl_023_place_21	Michigan
dbl_023_place_22	New Hampshire
dbl_023_place_23	San Jose Costa Rica
dbl_023_place_24	Salamanca Spain
dbl_023_place_25	Clarksdale, Mississippi
dbl_023_place_26	Hanover
